mibig_name,filename,accession,completeness,kingdom,mibig
BGC0001705,BGC0001705.fasta,MF668122.1,Unknown,bacteria,NRP__Polyketide
BGC0001865,BGC0001865.fna,NW_001884561.1,complete,fungi,Polyketide
BGC0002623,BGC0002623.fna,JADEXY010000051.1,Unknown,bacteria,NRP__Polyketide
BGC0001425,BGC0001425_Myxochromide_A.fasta,KX622595.1,complete,bacteria,NRP__Polyketide
BGC0000735,BGC0000735.fna,AF169324.1,Unknown,bacteria,Saccharide
BGC0001794,swainsonine_Alternaria_oxytropis.fasta,KY365741.1,Unknown,fungi,NRP__Polyketide
BGC0001201,BGC0001201.fna,AM746676.1,Unknown,bacteria,Terpene
BGC0002249,BGC0002249.fna,QYRS01000001.1,Unknown,fungi,Polyketide
BGC0000946,BGC0000946.fna,AB082123.1,Unknown,bacteria,Other
BGC0000985,BGC0000985.fasta,CP003239.1,complete,bacteria,NRP__Polyketide
BGC0000311,Y16952.3.fasta,Y16952.3,Unknown,bacteria,NRP
BGC0002493,BGC0002493.fasta,CP000489.1,Unknown,bacteria,NRP
BGC0001699,BGC0001699_nidulanin_A.fasta,BN001308.1,Unknown,fungi,NRP
BGC0000488,circularin.fasta,AJ566621.1,complete,bacteria,RiPP
BGC0000207,BGC0000207.fasta,AJ786383.1,Unknown,bacteria,Polyketide
BGC0001987,BGC0001987.fna,MPLD01000001.1,Unknown,bacteria,Polyketide
BGC0002324,BGC0002324.fasta,CP069338.1,Unknown,bacteria,NRP__Polyketide
BGC0001693,BGC0001693_nenestatin.fasta,KY454837.1,Unknown,bacteria,Polyketide
BGC0000483,aeruginosamide.fasta,CAIH01000183.1,complete,bacteria,RiPP
BGC0001983,MK932017.1.fasta,MK932017.1,Unknown,bacteria,Other
BGC0001403,BGC0001403.fasta,CM000172.1,Unknown,fungi,Polyketide
BGC0002167,BGC0002167.fna,CP059871.1,Unknown,fungi,NRP
BGC0002632,BGC0002632.fna,CP091913.1,Unknown,bacteria,NRP
BGC0001634,BGC0001634_keywimysin.fasta,NZ_JOHD01000003.1,Unknown,bacteria,RiPP
BGC0000742,BGC0000742.fasta,AF332901.1,Unknown,bacteria,Saccharide
BGC0001024,myxothiazol.fasta,AF188287.1,complete,bacteria,NRP__Polyketide
BGC0001249,BGC0001249.fasta,JQ973666.1,Unknown,fungi,NRP
BGC0001523,azalomycin_F.fasta,KY484834.1,Unknown,bacteria,Polyketide
BGC0000034,candicidin.fasta,AY310323.2,Unknown,bacteria,NRP__Polyketide
BGC0002424,MW298647.1.fasta,MW298647.1,Unknown,bacteria,NRP
BGC0000149,BGC0000149.fasta,AM407731.1,complete,bacteria,Polyketide
BGC0001942,MH104947.1.fasta,MH104947.1,Unknown,bacteria,NRP__Polyketide
BGC0001284,BGC0001284.fasta,KP941080.1,Unknown,fungi,Polyketide
BGC0000236,kinamycin.fasta,AH012623.2,Unknown,bacteria,Polyketide
BGC0000127,pyoluteorin.fasta,AF081920.3,Unknown,bacteria,Polyketide
BGC0002446,BGC0002446.fna,MT571494.1,Unknown,bacteria,Polyketide
BGC0001657,BGC0001657_lysocin.fasta,LC128664.1,Unknown,bacteria,NRP
BGC0000800,BGC0000800.fna,U22511.1,Unknown,bacteria,Saccharide
BGC0002458,BGC0002458.fasta,LC593326.1,Unknown,bacteria,NRP
BGC0002676,BGC0002676.fna,CP080029.1,Unknown,bacteria,NRP
BGC0000404,BGC0000404.fasta,DQ192518.1,Unknown,fungi,NRP
BGC0002326,BGC0002326.fna,MN081797.1,Unknown,bacteria,NRP
BGC0001468,BGC0001468_Bicyclomycin.fasta,PKFQ01000001.1,complete,bacteria,Other
BGC0001361,BGC0001361.fna,CP006250.1,Unknown,bacteria,Terpene
BGC0000375,BGC0000375.fna,JX499187.1,Unknown,bacteria,NRP
BGC0000008,BGC0000008.fasta,AY510453.1,Unknown,fungi,Polyketide
BGC0000307,aureobasidin.fasta,EU886741.1,Unknown,fungi,NRP
BGC0001770,Sceliphrolactam.fasta,KX230849.1,Unknown,bacteria,Polyketide
BGC0002043,BGC0002043.fasta,MN731368.1,Unknown,bacteria,RiPP
BGC0000878,Puromycin.fasta,X92429.1,Unknown,bacteria,Other
BGC0001569,BGC0001569_dechlorocuracomycin.fasta,CP011533.1,Unknown,bacteria,NRP
BGC0002122,BGC0002122.fna,LGUG01000004.1,Unknown,bacteria,NRP
BGC0002449,BGC0002449.fna,MT026193.1,Unknown,bacteria,Other
BGC0000739,BGC0000739.fna,AF302467.1,Unknown,bacteria,Saccharide
BGC0001124,pyranonigrin.fasta,ACJE01000019.1,Unknown,fungi,Polyketide
BGC0001182,BGC0001182.fasta,NT_165976.1,complete,fungi,NRP__Polyketide
BGC0001209,streptide.fasta,CP000419.1,Unknown,bacteria,RiPP
BGC0001461,BGC0001461_Nogabecin.fasta,MQUP01000022.1,complete,bacteria,NRP
BGC0000647,BGC0000647.fna,S71770.1,Unknown,bacteria,Terpene
BGC0001069,chivosazol.fasta,DQ065771.1,complete,bacteria,NRP__Polyketide
BGC0001801,BGC0001801_isopyochelin.fasta,FR845719.1,Unknown,bacteria,NRP
BGC0001214,BGC0001214.fasta,KP715145.1,Unknown,bacteria,NRP
BGC0000170,yanuthone_D.fasta,ACJE01000012.1,Unknown,fungi,Polyketide
BGC0001459,BGC0001459_decaplanin.fasta,LOBU02000007.1,complete,bacteria,NRP
BGC0000323,cichofactin.fasta,KJ513093.1,complete,bacteria,NRP
BGC0002483,BGC0002483.fna,MG777490.1,Unknown,fungi,Polyketide
BGC0002461,BGC0002461.fna,MH025886.1,Unknown,bacteria,Polyketide
BGC0002031,BGC0002031.fna,AP010968.1,Unknown,bacteria,Alkaloid
BGC0001109,BGC0001109.fasta,DD161836.1,Unknown,bacteria,NRP__Polyketide
BGC0002745,BGC0002745.fna,MDYM01000002.1,Unknown,fungi,Polyketide
BGC0002604,BGC0002604.fna,LC428283.1,Unknown,fungi,Polyketide
BGC0001405,BGC0001405.fasta,CH408033.1,Unknown,fungi,Polyketide
BGC0002636,BGC0002636.fna,OL619055.1,Unknown,bacteria,Polyketide
BGC0001739,BGC0001739_phosphonoacetic_Acid.fasta,NZ_JNXE01000019.1,Unknown,bacteria,Other
BGC0001447,BGC0001447.fna,AHBX01000216.1,Unknown,bacteria,Polyketide
BGC0002270,BGC0002270.fasta,ADNJ02000001.1,Unknown,fungi,NRP__Polyketide
BGC0001049,tenellin.fasta,AM409327.1,complete,fungi,NRP__Polyketide
BGC0001266,BGC0001266.fasta,GU930713.1,Unknown,fungi,Polyketide
BGC0001147,BGC0001147.fasta,KJ634466.1,incomplete,bacteria,NRP
BGC0002032,BGC0002032.fasta,QQVZ01000001.1,Unknown,bacteria,Polyketide
BGC0001302,BGC0001302.fasta,KP721214.1,Unknown,bacteria,Other
BGC0002288,BGC0002288.fna,CP054920.1,Unknown,bacteria,NRP
BGC0001950,BGC0001950.fna,MH325197.1,Unknown,bacteria,NRP
BGC0002075,BGC0002075.fna,NZ_LVEJ01000014.1,complete,bacteria,Alkaloid__NRP
BGC0002619,BGC0002619.fasta,KM595305.1,Unknown,fungi,Polyketide
BGC0000832,clorobiocin.fasta,AF329398.1,complete,bacteria,Other__Saccharide
BGC0001870,BGC0001870.fasta,NIBS01000001.1,complete,bacteria,Other
BGC0002209,BGC0002209.fna,JOMC01000079.1,Unknown,fungi,Polyketide
BGC0002223,BGC0002223.fna,MT724050.1,Unknown,fungi,Polyketide
BGC0002196,BGC0002196.fna,MK360918.1,Unknown,fungi,Polyketide
BGC0002010,BGC0002010.fna,NZ_KB899004.1,Unknown,bacteria,NRP__Polyketide
BGC0000014,ambruticin.fasta,DQ897667.1,Unknown,bacteria,Polyketide
BGC0002295,BGC0002295.fasta,MK122964.1,Unknown,bacteria,NRP__Saccharide
BGC0001545,BGC0001545_chrysogine.fasta,NC_026476.1,Unknown,fungi,NRP
BGC0002499,BGC0002499.fna,MW367897.1,Unknown,bacteria,NRP__Polyketide
BGC0000733,BGC0000733.fna,AB289650.1,Unknown,bacteria,Saccharide
BGC0000418,ristocetin.fasta,KJ364518.1,Unknown,bacteria,NRP
BGC0001926,BGC0001926.fna,LC422696.1,Unknown,fungi,Polyketide
BGC0002142,BGC0002142.fna,CP059997.1,Unknown,bacteria,Polyketide
BGC0002091,BGC0002091.fasta,ACCC01000028.1,complete,bacteria,NRP
BGC0000707,BGC0000707.fasta,AB005901.1,Unknown,bacteria,Saccharide
BGC0001255,BGC0001255.fasta,KC439347.1,Unknown,fungi,NRP__Polyketide
BGC0001045,spiruchostatin.fasta,JQ045344.1,complete,bacteria,NRP__Polyketide
BGC0000568,Microcin_B17.fasta,FM877811.1,Unknown,bacteria,RiPP
BGC0002124,BGC0002124.fna,CP053892.1,complete,bacteria,Polyketide
BGC0001686,BGC0001686_N_octanoyl_Met_Phe_H.fasta,FR902169.1,Unknown,bacteria,NRP
BGC0000816,malbrancheamide.fasta,JQ708193.1,complete,fungi,Alkaloid__NRP
BGC0001664,BGC0001664.fna,KY464182.1,Unknown,bacteria,Terpene
BGC0000116,BGC0000116.fasta,EU108007.1,Unknown,bacteria,Polyketide
BGC0001652,limazepine.fasta,KT381463.1,Unknown,bacteria,NRP
BGC0002120,BGC0002120.fasta,JABMCZ010000005.1,complete,bacteria,RiPP
BGC0000140,tetronate_RK-682.fasta,GQ332353.1,Unknown,bacteria,Polyketide
BGC0001558,BGC0001558_cosmomycin_C.fasta,NZ_KB898282.1,Unknown,bacteria,Polyketide
BGC0000621,BGC0000621.fasta,M18346.1,Unknown,bacteria,RiPP
BGC0000526,macedocin.fasta,DQ835394.1,complete,bacteria,RiPP
BGC0001856,BGC0001856.fna,MK303577.1,complete,bacteria,Polyketide
BGC0001567,BGC0001567_cysteoamide.fasta,CP016438.1,Unknown,bacteria,NRP
BGC0002465,BGC0002465.fna,AM286690.1,Unknown,bacteria,NRP
BGC0000359,fuscachelin.fasta,CP000088.1,Unknown,bacteria,NRP
BGC0002415,BGC0002415.fasta,CP030789.1,Unknown,bacteria,NRP
BGC0000570,astexin-1.fasta,CP002395.1,Unknown,bacteria,RiPP
BGC0001227,BGC0001227.fna,CP006259.1,Unknown,bacteria,Terpene
BGC0000074,herbimycin.fasta,AY947889.1,Unknown,bacteria,Polyketide
BGC0002363,BGC0002363.fasta,MT362006.1,Unknown,bacteria,RiPP
BGC0000541,paenicidin_A.fasta,JX679672.1,Unknown,bacteria,RiPP
BGC0000582,cypemycin.fasta,HQ148718.1,complete,bacteria,RiPP
BGC0001100,lankacidin.fasta,AB088224.2,Unknown,bacteria,NRP__Polyketide
BGC0002542,BGC0002542.fna,MG890637.1,Unknown,bacteria,NRP__Polyketide
BGC0000825,staurosporine.fasta,AB088119.1,Unknown,bacteria,Alkaloid
BGC0001040,rapamycin.fasta,X86780.1,Unknown,bacteria,NRP__Polyketide
BGC0000096,midecamycin.fasta,BD420675.1,Unknown,bacteria,Polyketide
BGC0001587,BGC0001587.fna,BA000030.3,Unknown,bacteria,Other
BGC0000901,BGC0000901.fasta,DJ389528.1,Unknown,fungi,Other
BGC0002433,BGC0002433.fna,CP001157.1,Unknown,bacteria,NRP
BGC0001371,BGC0001371.fasta,KT806042.1,Unknown,fungi,NRP
BGC0001811,BGC0001811.fna,LC222739.1,Unknown,fungi,Terpene
BGC0001560,BGC0001560_cryptomaldamide.fasta,KY315923.1,Unknown,bacteria,NRP__Polyketide
BGC0002526,MT318810.1.fasta,MT318810.1,Unknown,bacteria,Polyketide
BGC0000954,BGC0000954.fasta,AM946600.1,complete,bacteria,NRP__Polyketide
BGC0002464,BGC0002464.fna,NZ_CP039022.1,Unknown,bacteria,Other
BGC0002162,BGC0002162.fna,DS027698.1,Unknown,fungi,Terpene
BGC0001994,BGC0001994.fna,NC_016113.1,Unknown,bacteria,Other
BGC0000420,roquefortine_C.fasta,AM920436.1,complete,fungi,NRP
BGC0001668,BGC0001668.fna,BN001306.1,Unknown,fungi,NRP
BGC0001442,actinonin_BGC0001442.fasta,KY906183.1,complete,bacteria,NRP
BGC0001080,BGC0001080.fasta,FN178498.1,complete,bacteria,Other
BGC0001332,BGC0001332_microtermolide_A.fasta,NZ_KB891904.1,Unknown,bacteria,NRP__Polyketide
BGC0001979,MK501817.1.fasta,MK501817.1,Unknown,bacteria,Polyketide
BGC0001063,BGC0001063.fasta,AL645882.2,Unknown,bacteria,NRP__Polyketide
BGC0000766,BGC0000766.fna,EF138834.1,Unknown,bacteria,Saccharide
BGC0001150,BGC0001150.fna,KM923741.1,complete,bacteria,Polyketide
BGC0001730,BGC0001730_paramagnetoquinone.fasta,KX533975.1,Unknown,bacteria,Polyketide
BGC0000297,BGC0000297.fasta,AM071396.2,complete,bacteria,NRP__Polyketide__Saccharide
BGC0000875,Caprazamycin.fasta,FJ490409.1,complete,bacteria,Other__Saccharide
BGC0001512,BGC0001512_anthrabenzoxocinone.fasta,KY964612.1,Unknown,bacteria,Polyketide
BGC0002246,BGC0002246.fna,KN817616.1,Unknown,fungi,Terpene
BGC0001772,Scytophycin_C.fasta,KY767986.1,Unknown,bacteria,Polyketide
BGC0002478,BGC0002478.fasta,LIPF01000008.1,Unknown,bacteria,Polyketide
BGC0002551,MK806444.1.fasta,MK806444.1,Unknown,bacteria,Alkaloid__RiPP__Terpene
BGC0001749,BGC0001749_pyriculol.fasta,CM001233.1,Unknown,fungi,Polyketide
BGC0002514,MT799798.1.fasta,MT799798.1,Unknown,bacteria,Polyketide
BGC0001235,BGC0001235.fasta,KU245058.1,Unknown,bacteria,NRP__Polyketide
BGC0001211,BGC0001211.fasta,NZ_KB913032.1,Unknown,bacteria,NRP
BGC0000379,HM756254.1.fasta,HM756254.1,Unknown,bacteria,NRP
BGC0001105,onnamide.fasta,AY688304.2,incomplete,bacteria,NRP__Polyketide
BGC0002051,MT149901.1.fasta,MT149901.1,complete,bacteria,NRP
BGC0000151,stambomycin.fasta,AM238664.2,complete,bacteria,Polyketide__Saccharide
BGC0000775,BGC0000775.fna,AJ007311.1,Unknown,bacteria,Saccharide
BGC0000760,BGC0000760.fna,AJ243431.1,Unknown,bacteria,Saccharide
BGC0000178,HQ680975.1.fasta,HQ680975.1,complete,bacteria,Polyketide
BGC0000705,BGC0000705.fasta,AJ628422.2,Unknown,bacteria,Saccharide
BGC0002125,MT876545.1.fasta,MT876545.1,complete,bacteria,NRP
BGC0002206,BGC0002206.fna,LVVK01000021.1,Unknown,fungi,Polyketide
BGC0002365,BGC0002365.fna,MN234160.1,Unknown,bacteria,Other__Polyketide
BGC0000656,BGC0000656.fasta,AF408848.1,Unknown,bacteria,Terpene
BGC0000124,piericidin_A1.fasta,HQ840721.1,Unknown,bacteria,Polyketide
BGC0000331,Cyanopeptolin1138.FASTA,DQ837301.1,Unknown,bacteria,NRP
BGC0002657,BGC0002657.fna,CP023690.1,Unknown,bacteria,NRP__Polyketide
BGC0000197,aranciamycin.fasta,DQ915964.1,complete,bacteria,Polyketide__Saccharide
BGC0000152,sterigmatocystin.fasta,U34740.1,Unknown,fungi,Polyketide
BGC0002025,MK551161.1.fasta,MK551161.1,Unknown,bacteria,NRP__Polyketide
BGC0000268,Sch_47554.fasta,AJ628018.2,Unknown,bacteria,Polyketide
BGC0000982,cystothiazole_A.fasta,AY834753.1,Unknown,bacteria,NRP__Polyketide
BGC0001464,BGC0001464.fna,KR011923.1,Unknown,bacteria,Other
BGC0002660,BGC0002660.fna,FUWZ01000001.1,Unknown,bacteria,NRP
BGC0001716,BGC0001716_odilorhabdins.fasta,LN681227.1,Unknown,bacteria,NRP
BGC0002254,BGC0002254.fasta,MT457561.1,Unknown,fungi,Polyketide
BGC0001138,a201a.fasta,JN651966.1,complete,bacteria,Other
BGC0001252,BGC0001252.fasta,AB725683.1,Unknown,fungi,Polyketide
BGC0002507,BGC0002507.fna,MN832834.1,Unknown,fungi,Polyketide
BGC0000303,anthramycin.fasta,EU195114.1,Unknown,bacteria,NRP
BGC0002278,BGC0002278.fna,CDHK01000003.1,Unknown,fungi,Alkaloid__NRP
BGC0002686,BGC0002686.fna,NZ_CP041244.1,Unknown,bacteria,NRP
BGC0001478,BGC0001478.fasta,MG459167.1,complete,bacteria,Other
BGC0002105,NZ_MSGP01000218.1.fasta,NZ_MSGP01000218.1,incomplete,bacteria,Polyketide
BGC0000399,BGC0000399.fasta,CP000076.1,complete,bacteria,NRP
BGC0000606,lactazole.fasta,AB820694.1,Unknown,bacteria,RiPP
BGC0002697,BGC0002697.fna,CP003219.1,Unknown,bacteria,NRP__Polyketide
BGC0000613,thiomuracin.fasta,FJ461360.1,complete,bacteria,RiPP
BGC0001418,BGC0001418_myxochromide_D.fasta,KX622588.1,complete,bacteria,NRP__Polyketide
BGC0000002,aculeximycin.fasta,CP007155.1,Unknown,bacteria,Polyketide
BGC0002170,BGC0002170.fna,LC492132.1,Unknown,fungi,Polyketide
BGC0001480,BGC0001480.fna,NZ_JMLA01000001.1,Unknown,bacteria,Other
BGC0001533,BGC0001533.fasta,KT362046.1,Unknown,bacteria,Polyketide
BGC0002536,BGC0002536.fasta,NZ_JQMO01000003.1,Unknown,bacteria,NRP
BGC0002059,BK010647.1.fasta,BK010647.1,complete,bacteria,NRP__Polyketide
BGC0000689,BGC0000689.fasta,AJ575934.3,Unknown,bacteria,Saccharide
BGC0000298,aeruginosin.fasta,FJ609416.1,complete,bacteria,NRP
BGC0001373,BGC0001373.fasta,LC079035.1,Unknown,fungi,Polyketide
BGC0000511,ericin_A.fasta,AF233755.1,complete,bacteria,RiPP
BGC0000965,BGC0000965.fasta,AY048670.1,complete,bacteria,Polyketide
BGC0001894,BGC0001894.fna,CP021932.1,Unknown,bacteria,Saccharide
BGC0002550,MN396889.1.fasta,MN396889.1,Unknown,bacteria,Polyketide
BGC0001162,BGC0001162.fasta,KF550302.1,complete,bacteria,Polyketide
BGC0001041,BGC0001041.fasta,CP000667.1,complete,bacteria,NRP__Polyketide
BGC0000507,epicidin.fasta,Y14023.1,Unknown,bacteria,RiPP
BGC0000536,nisin_q.fasta,AB362350.1,Unknown,bacteria,RiPP
BGC0002691,BGC0002691.fna,JXXU01000001.1,Unknown,bacteria,NRP
BGC0000484,glycocin_f.fasta,GU552553.1,Unknown,bacteria,RiPP
BGC0001945,BGC0001945.fna,MH168382.1,Unknown,bacteria,NRP
BGC0000277,BGC0000277.fasta,AF164961.1,Unknown,bacteria,Polyketide
BGC0001917,LC349994.1.fasta,LC349994.1,Unknown,bacteria,Polyketide
BGC0001675,BGC0001675_murayaquinone.fasta,KX817190.1,Unknown,bacteria,Polyketide
BGC0000480,tenuecyclamide.fasta,EU290741.1,complete,bacteria,RiPP
BGC0002496,BGC0002496.fasta,CP007439.1,Unknown,bacteria,NRP
BGC0002594,BGC0002594.fna,CM000575.1,Unknown,fungi,Polyketide
BGC0001288,BGC0001288.fasta,LC021382.1,Unknown,bacteria,Polyketide
BGC0002342,BGC0002342.fasta,MT513750.1,Unknown,bacteria,NRP__Polyketide
BGC0000395,nocardicin_A.fasta,AY541063.1,Unknown,bacteria,NRP
BGC0000481,BGC0000481.fasta,NZ_AABK04000003.1,Unknown,bacteria,RiPP
BGC0001441,BGC0001441.fna,KY249118.1,complete,bacteria,Other
BGC0000355,fumiquinazoline.fasta,CM000174.1,complete,fungi,NRP
BGC0002357,BGC0002357.fna,LC208004.1,Unknown,bacteria,Other__Polyketide
BGC0001873,BGC0001873.fasta,NZ_NIBV01000002.1,complete,bacteria,NRP
BGC0002411,BGC0002411.fna,CP003549.1,Unknown,bacteria,NRP__Polyketide
BGC0000472,anacyclamids.fasta,FJ461733.2,complete,bacteria,RiPP
BGC0001168,BGC0001168.fna,CM001889.1,Unknown,bacteria,NRP
BGC0000082,kijanimicin.fasta,EU301739.1,Unknown,bacteria,Polyketide
BGC0002166,BGC0002166.fna,MH938357.1,Unknown,fungi,NRP
BGC0002530,BGC0002530.fna,AM040265.1,Unknown,bacteria,NRP
BGC0001971,BGC0001971.fna,MK142793.1,Unknown,bacteria,NRP__Polyketide
BGC0002377,MH243323.1.fasta,MH243323.1,Unknown,bacteria,NRP
BGC0002348,BGC0002348.fna,CH476597.1,Unknown,fungi,NRP
BGC0000868,BGC0000868.fna,AF015609.1,Unknown,bacteria,Other
BGC0001991,BGC0001991.fna,NC_012811.1,Unknown,bacteria,Polyketide
BGC0000432,streptothricin.fasta,AB684619.1,Unknown,bacteria,NRP
BGC0000514,BGC0000514.fasta,DQ367437.1,Unknown,bacteria,RiPP
BGC0002569,BGC0002569.fasta,AM747720.1,Unknown,bacteria,NRP
BGC0001330,BGC0001330_BE_43547C1.fasta,NZ_LEKG01000004.1,complete,bacteria,NRP__Polyketide
BGC0000339,platinum_echinomycin.fasta,AB211309.1,Unknown,bacteria,NRP
BGC0000369,KJ502174.1.fasta,KJ502174.1,complete,bacteria,NRP__Saccharide
BGC0000193,BGC0000193.fasta,AF264025.1,Unknown,bacteria,Polyketide
BGC0000447,BGC0000447.fasta,HE967327.1,complete,bacteria,NRP
BGC0000332,cyanopeptolin.fasta,DQ075244.1,Unknown,bacteria,NRP
BGC0000161,terrein.fasta,CH476594.1,complete,fungi,Polyketide
BGC0001782,BGC0001782_lynamicins.fasta,KY750719.1,Unknown,bacteria,Other
BGC0001471,BGC0001471_saalfelduracin.fasta,NZ_FOEF01000002.1,Unknown,bacteria,RiPP
BGC0002218,BGC0002218.fasta,NSJX01000009.1,Unknown,fungi,Terpene
BGC0001897,BGC0001897.fna,ABLC01000003.1,Unknown,bacteria,Polyketide
BGC0000264,resistomycin.fasta,AJ585192.1,complete,bacteria,Polyketide
BGC0000118,BGC0000118.fasta,AB303063.1,Unknown,bacteria,Polyketide
BGC0000098,monacolin.fasta,DQ176595.1,Unknown,fungi,Polyketide
BGC0000755,BGC0000755.fna,FJ965541.1,Unknown,bacteria,Saccharide
BGC0001786,BGC0001786_subterisin.fasta,JRVC01000028.1,Unknown,bacteria,RiPP
BGC0000315,BGC0000315.fasta,AL645882.2,complete,bacteria,NRP
BGC0000087,BGC0000087.fasta,FM173265.1,Unknown,bacteria,Polyketide
BGC0000947,BGC0000947.fna,DQ201184.2,Unknown,bacteria,Other
BGC0000991,BGC0000991.fasta,AF217189.1,Unknown,bacteria,NRP__Polyketide
BGC0000433,BGC0000433.fasta,AJ575642.1,complete,bacteria,NRP
BGC0000772,BGC0000772.fna,AF047478.1,Unknown,bacteria,Saccharide
BGC0002085,BGC0002085.fna,CP058322.1,complete,bacteria,Saccharide
BGC0002438,BGC0002438.fasta,MT353658.1,Unknown,fungi,Alkaloid
BGC0001346,KX437753.1.fasta,KX437753.1,incomplete,bacteria,NRP
BGC0001741,BGC0001741_phyllostictine_A.fasta,KY682688.1,Unknown,fungi,NRP__Polyketide
BGC0001433,Argimycin_P.fasta,LT615255.1,complete,bacteria,Polyketide
BGC0001509,BGC0001509_anikasin.fasta,NZ_LVEJ01000013.1,Unknown,bacteria,NRP
BGC0000509,epilancin_15X.fasta,JQ979180.1,complete,bacteria,RiPP
BGC0002504,MT633092.1.fasta,MT633092.1,Unknown,bacteria,Polyketide
BGC0000025,BGC0000025.fasta,AB032523.1,Unknown,bacteria,Polyketide
BGC0002302,BGC0002302.fna,AAYG02000032.1,Unknown,bacteria,Saccharide
BGC0002560,BGC0002560.fasta,LGKJ01000112.1,Unknown,bacteria,RiPP
BGC0002141,BGC0002141.fasta,KP410250.1,complete,bacteria,Polyketide
BGC0000814,K-252a.fasta,FJ031030.1,Unknown,bacteria,Alkaloid
BGC0000424,serobactin.fasta,CP002039.1,complete,bacteria,NRP
BGC0001667,BGC0001667.fasta,KX891213.1,Unknown,bacteria,NRP__Polyketide
BGC0001026,NG-391.fasta,GQ176852.1,Unknown,fungi,NRP__Polyketide
BGC0001172,chlorizidine_A.fasta,KF585133.1,complete,bacteria,NRP__Polyketide
BGC0000352,platinum_fimsbactin.fasta,CR543861.1,complete,bacteria,NRP
BGC0001508,BGC0001508_andrastin_A.fasta,KY349137.1,Unknown,fungi,Polyketide
BGC0001896,BGC0001896.fna,CP034587.1,Unknown,bacteria,Other
BGC0001449,BGC0001449_ucs1025a.fasta,CP003004.1,complete,fungi,Alkaloid__NRP__Polyketide
BGC0000563,venezuelin.fasta,HQ328852.1,complete,bacteria,RiPP
BGC0002529,BGC0002529.fna,CP005094.1,Unknown,bacteria,NRP
BGC0002289,BGC0002289.fasta,LN831790.1,Unknown,bacteria,RiPP
BGC0001563,BGC0001563_curvupallides.fasta,LC208781.1,Unknown,fungi,NRP__Polyketide
BGC0001620,BGC0001620_ilamycins.fasta,KY173348.1,Unknown,bacteria,NRP__Polyketide
BGC0001583,BGC0001583_emodin.fasta,BK010419.1,Unknown,fungi,Polyketide
BGC0001225,BGC0001225.fna,GQ844764.1,Unknown,bacteria,NRP
BGC0002681,BGC0002681.fna,AJ749949.2,Unknown,bacteria,Other
BGC0000279,xantholipin.fasta,GQ421798.1,Unknown,bacteria,Polyketide
BGC0001424,BGC0001424_myxochromide_C.fasta,KX622594.1,complete,bacteria,NRP__Polyketide
BGC0001767,BGC0001767_salinichelins.fasta,KB897466.1,Unknown,bacteria,NRP
BGC0001923,BGC0001923.fna,LC406756.1,Unknown,fungi,Polyketide__Terpene
BGC0001586,BGC0001586.fna,NZ_CP015641.1,Unknown,bacteria,Saccharide
BGC0001384,BGC0001384.fasta,LC131463.1,Unknown,bacteria,Polyketide
BGC0002598,BGC0002598.fasta,MW526246.1,Unknown,fungi,Polyketide
BGC0001720,BGC0001720_oosporein.fasta,JH725181.1,Unknown,fungi,Polyketide
BGC0001891,BGC0001891.fna,CP001348.1,Unknown,bacteria,Other
BGC0000499,butyrivibriocin_OR79.fasta,AF062647.2,Unknown,bacteria,RiPP
BGC0002734,BGC0002734.fna,CH476598.1,Unknown,fungi,Polyketide
BGC0001032,oocydin.fasta,JX315604.1,Unknown,bacteria,NRP__Polyketide
BGC0001187,BGC0001187.fasta,KM603664.1,incomplete,fungi,NRP__Polyketide
BGC0000287,platinum_BGC0000287.fasta,AE004091.2,Unknown,bacteria,NRP
BGC0000121,pestheic_acid.fasta,KC145148.1,Unknown,fungi,Polyketide
BGC0001582,BGC0001582_ecumicin.fasta,KJ144825.1,Unknown,bacteria,NRP
BGC0001707,BGC0001707_nosiheptide.fasta,KX173290.1,Unknown,bacteria,RiPP
BGC0002570,BGC0002570.fasta,AE016853.1,Unknown,bacteria,NRP__Polyketide
BGC0002621,MZ151497.1.fasta,MZ151497.1,Unknown,bacteria,Alkaloid
BGC0002387,BGC0002387.fasta,FMIA01000002.1,Unknown,bacteria,Polyketide
BGC0002585,BGC0002585.fna,MZ189362.1,Unknown,bacteria,Other
BGC0002064,BGC0002064.fasta,CP045480.1,Unknown,bacteria,RiPP
BGC0000469,BGC0000469.fasta,JX235926.1,Unknown,bacteria,RiPP
BGC0001013,BGC0001013.fasta,DL080157.1,Unknown,bacteria,NRP__Polyketide
BGC0000821,rebeccamycin.fasta,AB090952.1,complete,bacteria,Alkaloid
BGC0000265,BGC0000265.fasta,U10405.2,Unknown,bacteria,Polyketide
BGC0000429,skyllamycin.fasta,JF430460.1,complete,bacteria,NRP__Polyketide
BGC0001537,BGC0001537_butyrolactol_A.fasta,NZ_BBOK01000014.1,Unknown,bacteria,Polyketide
BGC0001416,nunapeptin_nunamycin_BGC0001416.fasta.txt,LIRD01000002.1,Unknown,bacteria,NRP
BGC0000122,phenylnannolone.fasta,KF739396.1,incomplete,bacteria,Polyketide
BGC0000202,azicemicin.fasta,GU134622.1,Unknown,bacteria,Polyketide
BGC0001966,BGC0001966.fna,MK043052.1,Unknown,fungi,NRP__Polyketide
BGC0000349,erythrochelin.fasta,AM420293.1,Unknown,bacteria,NRP
BGC0001656,luminaolide.fasta,KR857272.1,Unknown,bacteria,Polyketide
